Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_1124500	pyruvate dehydrogenase E1 component subunit alpha	11	966980	968806	1		protein_coding	Q8IIB8	
PF3D7_1134400	conserved Plasmodium protein, unknown function	11	1340486	1341680	-1		protein_coding		
PF3D7_1111800	peptidyl-prolyl cis-trans isomerase, putative	11	455669	456994	1		protein_coding	Q8IIP5	
PF3D7_1132000	ubiquitin-like protein, putative	11	1239900	1242548	1		protein_coding	Q8II45	
PF3D7_1110800	conserved Plasmodium protein, unknown function	11	430157	431476	-1		protein_coding		
PF3D7_1110300	conserved Plasmodium protein, unknown function	11	410202	411355	-1		protein_coding	Q8IIQ9	
PF3D7_1145200	serine/threonine protein kinase, putative	11	1789323	1795370	-1		protein_coding	Q8IHR5	
PF3D7_1126600	steryl ester hydrolase, putative	11	1037643	1039691	-1		protein_coding	Q8II98	
PF3D7_1113400	ubiquitin domain-containing protein DSK2,putative	11	521122	522824	-1		protein_coding	Q8IIM8	
PF3D7_1106900	conserved Plasmodium protein, unknown function	11	289667	290286	1		protein_coding		
PF3D7_1133000	conserved Plasmodium protein, unknown function	11	1275574	1275663	1		protein_coding		
PF3D7_1143200	DnaJ protein, putative	11	1729793	1730899	1		protein_coding	Q8IHT4	
PF3D7_1126700	autophagy-related protein 23, putative	11	1040790	1046087	-1		protein_coding		
PF3D7_1149600	DnaJ protein, putative	11	2001068	2003313	1		protein_coding		
PF3D7_1112600	DNA helicase, putative	11	478823	480946	-1		protein_coding	Q8IIN7	
PF3D7_1102200	DnaJ protein, putative	11	105357	107235	-1		protein_coding		
PF3D7_1112100	conserved Plasmodium protein, unknown function	11	462290	469672	1		protein_coding	Q8IIP2	
PF3D7_1139700	adrenodoxin reductase, putative	11	1582995	1584512	-1		protein_coding	Q8IHW9	
PF3D7_1146600	CCAAT-box DNA binding protein subunit B	11	1834401	1838773	1		protein_coding	Q8IHQ2	
PF3D7_1125700	kelch protein, putative	11	1004780	1007354	-1		protein_coding		
PF3D7_1129700	conserved Plasmodium protein, unknown function	11	1149976	1150518	-1		protein_coding		
PF3D7_1102600	Plasmodium exported protein, unknown function	11	123818	124736	-1		protein_coding		
PF3D7_1115400	cysteine proteinase falcipain 3	11	584328	585806	-1		protein_coding	Q8IIL0	
PF3D7_1131800	oxysterol-binding protein-related protein 2	11	1227220	1231950	-1		protein_coding	Q8II47	
PF3D7_1113700	glyoxalase I	11	529493	530563	1		protein_coding	Q8IIM5	
PF3D7_1112400	conserved Plasmodium protein, unknown function	11	475880	476455	1		protein_coding	Q8IIN9	
PF3D7_1122800	calcium-dependent protein kinase 6	11	872031	877678	1		protein_coding	Q8IID5	
PF3D7_1148000	serine/threonine protein kinase, putative	11	1909210	1913499	-1		protein_coding	Q8IHP1	
PF3D7_1100200	erythrocyte membrane protein 1, PfEMP1	11	32666	42386	-1		protein_coding	Q8IIZ4	
PF3D7_1118700	myosin light chain B	11	708526	712863	-1		protein_coding		
PF3D7_1126800	RNA-binding protein, putative	11	1049921	1052665	1		protein_coding	Q8II95	
PF3D7_1105100	histone H2B	11	226065	226418	1		protein_coding	Q8IIV1	
PF3D7_1117600.2	peptidyl-tRNA hydrolase ICT1, putative	11	668368	669491	1		protein_coding	A0A143ZXY8	
PF3D7_1140700	conserved Plasmodium protein, unknown function	11	1623447	1630274	-1		protein_coding	Q8IHV8	
PF3D7_1109400	essential nuclear protein 1, putative	11	390644	393331	-1		protein_coding	Q8IIR2	
PF3D7_1114100.1	rhomboid protease ROM1	11	539903	541387	1		protein_coding	Q8IIM2	
PF3D7_1126200	40S ribosomal protein S18, putative	11	1023790	1024496	-1		protein_coding	Q8IIA2	
PF3D7_1102800	early transcribed membrane protein 11.2	11	131703	131987	-1		protein_coding	Q8IIX3	
PF3D7_1110400	asparagine-rich antigen	11	414797	419556	1		protein_coding	Q8IIQ7	
PF3D7_1119200	conserved protein, unknown function	11	722717	723289	-1		protein_coding		
PF3D7_1113200	conserved Plasmodium protein, unknown function	11	517311	517985	1		protein_coding		
PF3D7_1120100	phosphoglycerate mutase, putative	11	761695	762818	1		protein_coding	Q8IIG6	
PF3D7_1140200	conserved Plasmodium protein, unknown function	11	1601257	1603078	-1		protein_coding		
PF3D7_1110900	ES2 protein, putative	11	431906	433645	-1		protein_coding		
PF3D7_1147300	conserved Plasmodium protein, unknown function	11	1883775	1887860	1		protein_coding	Q8IHP7	
PF3D7_1129000	spermidine synthase	11	1121930	1123377	1		protein_coding	Q8II73	
PF3D7_1116500	folate transporter 2	11	624370	625737	1		protein_coding	Q8IIK1	
PF3D7_1123200	leucine-rich repeat protein	11	918228	921069	1		protein_coding	Q8IID1	
PF3D7_1135300	conserved Plasmodium membrane protein, unknown function	11	1381015	1382244	-1		protein_coding		
PF3D7_1128700	GPI-anchor transamidase	11	1113996	1115477	1		protein_coding	Q8II76	
PF3D7_1108500	succinyl-CoA synthetase alpha subunit, putative	11	367316	368823	1		protein_coding	Q8IIR8	
PF3D7_1127900	conserved Plasmodium protein, unknown function	11	1083321	1085062	-1		protein_coding		
PF3D7_1133700	conserved Plasmodium protein, unknown function	11	1302173	1305987	1		protein_coding	Q8II28	
PF3D7_1114700	serine/threonine protein kinase, putative	11	555514	558668	1		protein_coding	Q8IIL5	
PF3D7_1117100	deubiquinating/deneddylating enzyme	11	652579	653976	1		protein_coding	Q8IIJ6	
PF3D7_1105800	conserved Plasmodium protein, unknown function	11	250918	252872	1		protein_coding		
PF3D7_1123300	RING zinc finger protein, putative	11	921823	923892	1		protein_coding		
PF3D7_1136400	signal recognition particle subunit SRP72,putative	11	1427011	1429671	-1		protein_coding	Q8II00	
PF3D7_1145100	coatomer subunit gamma, putative	11	1783357	1786563	-1		protein_coding	Q8IHR6	
PF3D7_1134900	conserved Plasmodium protein, unknown function	11	1369619	1371667	1		protein_coding		
PF3D7_1144800	conserved Plasmodium protein, unknown function	11	1774750	1776726	1		protein_coding	Q8IHR9	
PF3D7_1124000	endoplasmic reticulum oxidoreductin, putative	11	948591	950707	1		protein_coding	Q8IIC3	
PF3D7_1135500	conserved Plasmodium protein, unknown function	11	1387091	1388909	-1		protein_coding	A0A143ZYI9	
PF3D7_1137300	conserved Plasmodium membrane protein, unknown function	11	1466197	1468266	-1		protein_coding	Q8IHZ2	
PF3D7_1147800.1	merozoite adhesive erythrocytic binding protein	11	1899181	1905942	1		protein_coding	Q8IHP3	
PF3D7_1100800	Pfmc-2TM Maurer's cleft two transmembrane protein	11	59550	60328	1		protein_coding	Q8IIY8	
PF3D7_1116200.1	pyridoxine biosynthesis protein PDX2	11	615744	617186	-1		protein_coding	A0A144A0A4	Q8IIK4
PF3D7_1129600	phosphatidylinositol-4-phosphate 5-kinase,putative	11	1144754	1148770	1		protein_coding	Q8II67	
PF3D7_1135900	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	11	1398486	1400601	-1		protein_coding	Q8II05	
PF3D7_1127600	CRAL/TRIO domain-containing protein, putative	11	1071752	1073813	1		protein_coding		
PF3D7_1146900	protein YIPF6, putative	11	1856390	1857656	1		protein_coding	C6S3G6	
PF3D7_1114800	glycerol-3-phosphate dehydrogenase, putative	11	558924	561032	-1		protein_coding	Q8IIL4	
PF3D7_1127100	deoxyuridine 5'-triphosphate nucleotidohydrolase	11	1060262	1060783	-1		protein_coding	Q8II92	
PF3D7_1108300	pterin-4a-carbinolamine dehydratase	11	362421	362887	1		protein_coding	C6S3E6	
PF3D7_1129500	A/G-specific adenine glycosylase, putative	11	1141486	1143910	1		protein_coding	A0A143ZYC4	
PF3D7_1119900	conserved Plasmodium protein, unknown function	11	749152	754401	1		protein_coding		
PF3D7_1138100	ubiquitin-related modifier 1, putative	11	1497134	1497514	1		protein_coding	Q8IHY3	
PF3D7_1139100	RNA-binding protein, putative	11	1548186	1553561	1		protein_coding	Q8IHX4	
PF3D7_1148800	Plasmodium exported protein (hyp11), unknown function	11	1941348	1942588	1		protein_coding		
PF3D7_1149200	ring-infected erythrocyte surface antigen	11	1976407	1979804	1		protein_coding		
PF3D7_1108800	conserved Plasmodium protein, unknown function	11	377740	378396	1		protein_coding		
PF3D7_1146000	ribosome assembly protein 4, putative	11	1821032	1822969	-1		protein_coding	Q8IHQ8	
PF3D7_1125400	mitochondrial import inner membrane translocase subunit TIM44, putative	11	997923	999547	-1		protein_coding	Q8IIA9	
PF3D7_1107500	prefoldin, putative	11	320128	321205	-1		protein_coding	Q8IIS7	
PF3D7_1103400	FeS cluster assembly protein SufD, putative	11	146427	150815	1		protein_coding	Q8IIW9	
PF3D7_1129900	transporter, putative	11	1156437	1158266	1		protein_coding		
PF3D7_1130000	phosphoacetylglucosamine mutase, putative	11	1159366	1162188	-1		protein_coding	Q8II63	
PF3D7_1135000.2	conserved Plasmodium protein, unknown function	11	1373052	1373859	1		protein_coding	C6S3F4	
PF3D7_1126900	small nuclear ribonucleoprotein F, putative	11	1053642	1054333	-1		protein_coding	Q8II94	
PF3D7_1137900	conserved Plasmodium protein, unknown function	11	1483375	1485858	1		protein_coding		
PF3D7_1105500	centrin-4	11	239687	240613	1		protein_coding	Q8I714	
PF3D7_1103600	actin-like protein, putative	11	156614	158113	1		protein_coding		
PF3D7_1106000	RuvB-like helicase 2	11	255714	257141	-1		protein_coding	Q8IIU3	
PF3D7_1107600	conserved Plasmodium protein, unknown function	11	321886	325323	-1		protein_coding	Q8IIS6	
PF3D7_1107800	transcription factor with AP2 domain(s)	11	329867	335601	-1		protein_coding	Q8IIS4	
PF3D7_1141000	conserved Plasmodium protein, unknown function	11	1644911	1647382	1		protein_coding		
PF3D7_1147600	conserved Plasmodium protein, unknown function	11	1893436	1895843	-1		protein_coding		
PF3D7_1139900	conserved protein, unknown function	11	1593966	1594951	1		protein_coding	Q8IHW7	
PF3D7_1126500	conserved Plasmodium protein, unknown function	11	1033062	1037168	1		protein_coding		
PF3D7_1101200	rifin	11	70081	71289	-1		protein_coding	Q8IIY4	
PF3D7_1134600	zinc finger protein, putative	11	1350621	1355789	-1		protein_coding	Q8II18	
PF3D7_1150400	erythrocyte membrane protein 1, PfEMP1	11	2025817	2035886	1		protein_coding	Q8IHM0	
PF3D7_1146700	kinesin-like protein, putative	11	1839423	1842878	-1		protein_coding	Q8IHQ1	
PF3D7_1101600	exported protein family 3	11	82633	83415	1		protein_coding	O97474	
PF3D7_1108100	conserved Plasmodium protein, unknown function	11	356083	360434	1		protein_coding		
PF3D7_1132500	amino acid transporter, putative	11	1261759	1266078	1		protein_coding	Q8II40	
PF3D7_1127200	conserved Plasmodium protein, unknown function	11	1062718	1063072	1		protein_coding		
PF3D7_1110200	pre-mRNA-processing factor 6, putative	11	405495	409717	1		protein_coding	Q8IIR0	
PF3D7_1138200	conserved Plasmodium membrane protein, unknown function	11	1498208	1498969	1		protein_coding		
PF3D7_1142700	methyltransferase, putative	11	1710325	1712172	-1		protein_coding	Q8IHT8	
PF3D7_1127700	conserved Plasmodium protein, unknown function	11	1074626	1076405	-1		protein_coding		
PF3D7_1111100	replication factor C subunit 5, putative	11	437171	438220	-1		protein_coding	Q8IIQ1	
PF3D7_1131700	conserved Plasmodium protein, unknown function	11	1225688	1226474	-1		protein_coding		
PF3D7_1112800	conserved protein, unknown function	11	486329	487666	1		protein_coding		
PF3D7_1125900	conserved Plasmodium protein, unknown function	11	1013466	1013747	1		protein_coding		
PF3D7_1133800	RNA (uracil-5-)methyltransferase, putative	11	1309024	1311793	1		protein_coding	Q8II27	
PF3D7_1111300	SNARE protein, putative	11	442959	443828	-1		protein_coding	Q8IIP9	
PF3D7_1133100	conserved membrane protein, unknown function	11	1277346	1280637	1		protein_coding		
PF3D7_1115100	conserved Plasmodium protein, unknown function	11	571007	573306	-1		protein_coding		
PF3D7_1141800	phd finger protein, putative	11	1672519	1674557	-1		protein_coding	Q8IHU7	
PF3D7_1110100	conserved Plasmodium protein, unknown function	11	400686	403238	1		protein_coding	A0A143ZYA8	
PF3D7_1114400	conserved Plasmodium protein, unknown function	11	547383	549296	-1		protein_coding		
PF3D7_1125600	conserved Plasmodium protein, unknown function	11	1003226	1003694	-1		protein_coding		
PF3D7_1107900	mechanosensitive ion channel protein	11	343913	349351	-1		protein_coding	Q8IIS3	
PF3D7_1124800	nuclear preribosomal assembly protein, putative	11	976880	977936	-1		protein_coding	Q8IIB5	
PF3D7_1132200	T-complex protein 1 subunit alpha	11	1248310	1250232	-1		protein_coding	Q8II43	
PF3D7_1134300	conserved Plasmodium protein, unknown function	11	1333536	1340219	1		protein_coding		
PF3D7_1132100	conserved Plasmodium protein, unknown function	11	1243226	1246618	-1		protein_coding	Q8II44	
PF3D7_1103500	CPW-WPC family protein	11	151196	154519	-1		protein_coding	Q8IIW8	
PF3D7_1108600	endoplasmic reticulum-resident calcium binding protein	11	369675	370706	-1		protein_coding	Q8IIR7	
PF3D7_1135000.3	conserved Plasmodium protein, unknown function	11	1373052	1373712	1		protein_coding	C6S3F5	
PF3D7_1104700.1	DNA-directed RNA polymerase III subunit RPC8,putative	11	204593	205794	-1		protein_coding	Q8IIV5	
PF3D7_1106200	conserved Plasmodium protein, unknown function	11	260867	263331	1		protein_coding	Q8IIU1	
PF3D7_1108000	IWS1-like protein, putative	11	352556	354262	1		protein_coding	Q8IIS2	
PF3D7_1134200	conserved Plasmodium protein, unknown function	11	1326747	1332164	1		protein_coding		
PF3D7_1148700	Plasmodium exported protein (PHISTc), unknown function	11	1934333	1935582	-1		protein_coding	Q8IHN7	
PF3D7_1119700	conserved Plasmodium protein, unknown function	11	744874	745932	1		protein_coding	Q8IIH0	
PF3D7_1137500	apicoplast ribosomal protein S14p/S29e precursor, putative	11	1473505	1474116	-1		protein_coding	Q8IHZ0	
PF3D7_1146100	conserved Plasmodium protein, unknown function	11	1824148	1825579	-1		protein_coding		
PF3D7_1116000	rhoptry neck protein 4	11	602983	606918	-1		protein_coding	Q8IIK5	
PF3D7_1141900	inner membrane complex protein 1b, putative	11	1676255	1677769	-1		protein_coding	Q8IHU6	
PF3D7_1128900	conserved Plasmodium protein, unknown function	11	1118249	1120685	1		protein_coding		
PF3D7_1149100.2	Plasmodium exported protein, unknown function	11	1972400	1973874	1		protein_coding		
PF3D7_1149800	rifin	11	2006706	2007829	1		protein_coding	Q8IHM5	
PF3D7_1141100	conserved Plasmodium protein, unknown function	11	1649321	1657012	1		protein_coding		
PF3D7_1136000	conserved Plasmodium protein, unknown function	11	1403906	1414512	1		protein_coding		
PF3D7_1138700	conserved Plasmodium protein, unknown function	11	1525654	1531744	-1		protein_coding		
PF3D7_1104400	conserved protein, unknown function	11	196767	198355	1		protein_coding	Q8IIV8	
PF3D7_1105200	WD repeat-containing protein WRAP73, putative	11	228159	231014	-1		protein_coding		
PF3D7_1149900	stevor	11	2009875	2010902	1		protein_coding	Q8IHM4	
PF3D7_1145900	conserved Plasmodium protein, unknown function	11	1818594	1820743	1		protein_coding		
PF3D7_1143100	transcription factor with AP2 domain(s)	11	1720047	1724861	-1		protein_coding	Q8IHT5	
PF3D7_1124300	conserved Plasmodium protein, unknown function	11	962156	963958	1		protein_coding	Q8IIC0	
PF3D7_1105300	conserved Plasmodium protein, unknown function	11	231847	234238	-1		protein_coding		
PF3D7_1135000.1	conserved Plasmodium protein, unknown function	11	1372311	1373859	1		protein_coding		
PF3D7_1120200	conserved Plasmodium protein, unknown function	11	765033	765625	1		protein_coding		
PF3D7_1130800	armadillo repeat protein PF16, putative	11	1187604	1189562	1		protein_coding	Q8II56	
PF3D7_1103900	conserved Plasmodium protein, unknown function	11	175248	175433	1		protein_coding		
PF3D7_1106500	conserved Plasmodium protein, unknown function	11	268244	274552	-1		protein_coding	Q8IIT8	
PF3D7_1104100	syntaxin, Qa-SNARE family	11	179461	181128	-1		protein_coding	Q8IIW1	
PF3D7_1147100	dynein light chain, putative	11	1870415	1871077	-1		protein_coding		
PF3D7_1114000	dynein light chain type 2, putative	11	537647	538297	1		protein_coding		
PF3D7_1118100	AP-1 complex subunit sigma, putative	11	687235	687781	1		protein_coding	Q8III7	
PF3D7_1140800	conserved Plasmodium protein, unknown function	11	1633920	1636331	1		protein_coding		
PF3D7_1112200	ubiquinone biosynthesis protein COQ4, putative	11	470541	471608	1		protein_coding	A0A143ZYI5	Q8IIP1
PF3D7_1113600	conserved Plasmodium protein, unknown function	11	527572	528702	1		protein_coding		
PF3D7_1145000	conserved Plasmodium protein, unknown function	11	1780084	1782398	-1		protein_coding		
PF3D7_1105400	40S ribosomal protein S4, putative	11	235597	237097	-1		protein_coding	Q8IIU8	
PF3D7_1118000	conserved Plasmodium protein, unknown function	11	683860	684616	-1		protein_coding		
PF3D7_1122300	conserved Plasmodium protein, unknown function	11	846929	848014	1		protein_coding	Q8IIE3	
PF3D7_1130900	conserved Plasmodium protein, unknown function	11	1190123	1194335	1		protein_coding		
PF3D7_1110000	conserved Plasmodium protein, unknown function	11	398659	399226	1		protein_coding		
PF3D7_1140000	carbonic anhydrase	11	1595767	1597718	1		protein_coding	Q8IHW5	
PF3D7_1142200	conserved Plasmodium protein, unknown function	11	1692897	1694137	-1		protein_coding		
PF3D7_1105700	tRNA-splicing ligase RtcB, putative	11	247451	248971	1		protein_coding	A0A143ZZZ9	Q8IIU6
PF3D7_1113100	protein tyrosine phosphatase	11	511105	511761	-1		protein_coding	Q8IIN1	
PF3D7_1143800	conserved Plasmodium protein, unknown function	11	1748439	1751138	1		protein_coding		
PF3D7_1128300	6-phosphofructokinase	11	1098167	1103555	-1		protein_coding	Q8II80	
PF3D7_1141700	conserved Plasmodium protein, unknown function	11	1669951	1671512	1		protein_coding	Q8IHU8	
PF3D7_1134500	alpha/beta hydrolase, putative	11	1344303	1349763	1		protein_coding	Q8II19	
PF3D7_1132400	conserved Plasmodium membrane protein, unknown function	11	1255286	1259671	-1		protein_coding	Q8II41	
PF3D7_1140300	P-loop containing nucleoside triphosphate hydrolase, putative	11	1605321	1606406	1		protein_coding	Q8IHW2	
PF3D7_1112500	conserved protein, unknown function	11	477484	478320	1		protein_coding		
PF3D7_1102400	flavoprotein, putative	11	114591	116573	-1		protein_coding	Q8IIX6	
PF3D7_1132900	glycine cleavage system H protein	11	1273407	1274009	1		protein_coding	Q8II35	
PF3D7_1104600	radial spoke head protein, putative	11	202330	204261	1		protein_coding		
PF3D7_1123600	RAP protein, putative	11	936084	938222	1		protein_coding		
PF3D7_1107400	DNA repair protein RAD51	11	317819	318871	-1		protein_coding	Q8IIS8	
PF3D7_1145800	conserved Plasmodium protein, unknown function	11	1814957	1817704	-1		protein_coding		
PF3D7_1114600	conserved Plasmodium protein, unknown function	11	552259	553266	1		protein_coding		
PF3D7_1104200	chromatin remodeling protein	11	182383	187223	-1		protein_coding	Q8IIW0	
PF3D7_1103100	60S acidic ribosomal protein P1, putative	11	140048	140801	-1		protein_coding	Q8IIX0	
PF3D7_1108900	conserved Plasmodium protein, unknown function	11	379247	380638	1		protein_coding		
PF3D7_1120800	conserved Plasmodium protein, unknown function	11	790011	790262	1		protein_coding		
PF3D7_1118500	nucleolar protein 56, putative	11	703175	704959	1		protein_coding	Q8III3	
PF3D7_1132800	aquaglyceroporin	11	1271204	1271980	1		protein_coding	Q8II36	
PF3D7_1102300	Plasmodium exported protein, unknown function	11	110027	111429	-1		protein_coding		
PF3D7_1143300	DNA-directed RNA polymerases I and III subunit RPAC1, putative	11	1731899	1732900	-1		protein_coding	Q8IHT3	
PF3D7_1104500	WD repeat-containing protein, putative	11	199103	201037	-1		protein_coding		
PF3D7_1139300	transcription factor with AP2 domain(s)	11	1556744	1565045	-1		protein_coding	Q8IHX2	
PF3D7_1111900	conserved Plasmodium protein, unknown function	11	457936	459197	1		protein_coding	Q8IIP4	
PF3D7_1107300	polyadenylate-binding protein-interacting protein 1, putative	11	301283	311287	-1		protein_coding	Q8IIS9	
PF3D7_1113800	conserved Plasmodium membrane protein, unknown function	11	531177	533285	-1		protein_coding		
PF3D7_1141400	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative	11	1663621	1665250	1		protein_coding	Q8IHV1	
PF3D7_1132600	pre-mRNA-splicing factor 38A, putative	11	1266250	1267584	-1		protein_coding	Q8II38	
PF3D7_1130400	26S protease regulatory subunit 6A, putative	11	1168879	1170198	1		protein_coding	Q8II60	
PF3D7_1106600	DEAD/DEAH box helicase, putative	11	275726	279667	1		protein_coding	Q8IIT7	
PF3D7_1110700	actin-like protein, putative	11	428362	430047	1		protein_coding		
PF3D7_1144600	transcription initiation factor IIF subunit beta, putative	11	1770949	1771902	1		protein_coding	Q8IHS1	
PF3D7_1140500	myosin F, putative	11	1610100	1615809	1		protein_coding	Q8IHW0	
PF3D7_1114500	conserved Plasmodium protein, unknown function	11	549866	551152	1		protein_coding	Q8IIL7	
PF3D7_1124900	60S ribosomal protein L35, putative	11	981945	983086	1		protein_coding	Q8IIB4	
PF3D7_1144000	40S ribosomal protein S21	11	1755438	1755935	1		protein_coding	Q8IHS5	
PF3D7_1104000	phenylalanine--tRNA ligase beta subunit	11	175608	177778	-1		protein_coding	Q8IIW2	
PF3D7_1146200	conserved Plasmodium protein, unknown function	11	1826203	1826792	-1		protein_coding		
PF3D7_1100100	erythrocyte membrane protein 1, PfEMP1	11	24160	31598	1		protein_coding	Q8IIZ5	
PF3D7_1123900	splicing factor, putative	11	945470	946148	1		protein_coding	Q8IIC4	
PF3D7_1134800	coatomer subunit delta	11	1367186	1368809	1		protein_coding	Q8II16	
PF3D7_1146500	leucine-rich repeat protein	11	1830464	1831417	1		protein_coding		
PF3D7_1122900	dynein heavy chain, putative	11	878969	895273	1		protein_coding	A0A143ZYP5	Q8IID4
PF3D7_1142100	conserved Plasmodium protein, unknown function	11	1681868	1690084	-1		protein_coding		
PF3D7_1139800	conserved Plasmodium protein, unknown function	11	1585393	1592034	-1		protein_coding		
PF3D7_1102700	early transcribed membrane protein 11.1	11	128789	129064	1		protein_coding	Q7KQK8	
PF3D7_1107700	pescadillo homolog	11	326881	328812	1		protein_coding	A0A144A022	Q8IIS5
PF3D7_1129400	RNA methyltransferase, putative	11	1138075	1139979	-1		protein_coding	Q8II69	
PF3D7_1146800	conserved Plasmodium protein, unknown function	11	1843645	1853372	-1		protein_coding		
PF3D7_1144500	ubiquitin activating enzyme (E1) subunit Aos1,putative	11	1768328	1769344	1		protein_coding	Q8IHS2	
PF3D7_1132300	nucleic acid binding protein, putative	11	1253073	1253894	1		protein_coding	Q8II42	
PF3D7_1135800	conserved Plasmodium protein, unknown function	11	1397506	1397985	1		protein_coding		
PF3D7_1147400	conserved Plasmodium protein, unknown function	11	1888637	1889139	-1		protein_coding	C6S3G8	
PF3D7_1133300	LEM3/CDC50 family protein, putative	11	1290501	1291601	1		protein_coding	Q8II31	
PF3D7_1136200	conserved Plasmodium protein, unknown function	11	1417466	1420071	-1		protein_coding	Q8II02	
PF3D7_1123100	calcium-dependent protein kinase 7	11	909366	916324	1		protein_coding	Q8IID2	
PF3D7_1103800	CCR4-NOT transcription complex subunit 1,putative	11	163985	174100	1		protein_coding	Q8IIW4	
PF3D7_1106800	protein kinase, putative	11	283869	289224	1		protein_coding	Q8IIT5	
PF3D7_1113000	conserved Plasmodium protein, unknown function	11	492091	510738	1		protein_coding		
PF3D7_1138600	beta-catenin-like protein 1, putative	11	1522359	1524346	-1		protein_coding	Q8IHX9	
PF3D7_1131900	conserved Plasmodium protein, unknown function	11	1234061	1236391	-1		protein_coding	Q8II46	
PF3D7_1128100	cochaperone prefoldin complex subunit, putative	11	1094909	1095931	-1		protein_coding	Q8II82	
PF3D7_1119800	alternative splicing factor ASF-1, putative	11	746854	747456	-1		protein_coding	Q8IIG9	
PF3D7_1137600	conserved Plasmodium protein, unknown function	11	1474667	1476838	-1		protein_coding		
PF3D7_1129300	conserved Plasmodium protein, unknown function	11	1131294	1136834	-1		protein_coding	Q8II70	
PF3D7_1111400	conserved Plasmodium protein, unknown function	11	445233	445799	-1		protein_coding		
PF3D7_1131200	conserved Plasmodium protein, unknown function	11	1199253	1201805	1		protein_coding		
PF3D7_1111600	endonuclease/exonuclease/phosphatase family protein, putative	11	448912	451698	1		protein_coding	A0A143ZZC6	
PF3D7_1112700	conserved Plasmodium protein, unknown function	11	481851	485831	1		protein_coding		
PF3D7_1115800	conserved Plasmodium protein, unknown function	11	596289	597203	-1		protein_coding		
PF3D7_1138000	conserved Plasmodium protein, unknown function	11	1487594	1496143	1		protein_coding		
PF3D7_1130200	60S ribosomal protein P0	11	1165221	1166171	1		protein_coding	Q8II61	
PF3D7_1141500	conserved Plasmodium protein, unknown function	11	1665761	1668162	1		protein_coding		
PF3D7_1106400	conserved Plasmodium protein, unknown function	11	267547	267897	1		protein_coding		
PF3D7_1143500	conserved Plasmodium protein, unknown function	11	1737256	1740029	-1		protein_coding		
PF3D7_1149100.1	Plasmodium exported protein, unknown function	11	1972400	1973874	1		protein_coding		
PF3D7_1149000	antigen 332, DBL-like protein	11	1950210	1968726	1		protein_coding	Q8IHN4	
PF3D7_1117300	conserved Plasmodium protein, unknown function	11	662000	662386	1		protein_coding		
PF3D7_1134700	DNA-directed RNA polymerase I subunit RPA2,putative	11	1359364	1364113	-1		protein_coding	Q8II17	
PF3D7_1126100	autophagy-related protein 7, putative	11	1018366	1022495	-1		protein_coding	Q8IIA3	
PF3D7_1143900	carbohydrate kinase, putative	11	1751577	1753269	-1		protein_coding	Q8IHS6	
PF3D7_1101100	rifin	11	66686	67965	-1		protein_coding	Q8IIY5	
PF3D7_1119300	splicing factor U2AF small subunit, putative	11	724855	725739	-1		protein_coding	Q8IIH4	
PF3D7_1140900	conserved Plasmodium protein, unknown function	11	1637103	1643392	-1		protein_coding		
PF3D7_1121200	conserved Plasmodium protein, unknown function	11	800781	801458	-1		protein_coding		
PF3D7_1145400	dynamin-like protein	11	1800544	1803550	-1		protein_coding	Q8IHR4	
PF3D7_1126400	large ribosomal subunit processing factor,putative	11	1030679	1031481	1		protein_coding	Q8IIA0	
PF3D7_1125000	conserved Plasmodium protein, unknown function	11	983951	985619	-1		protein_coding	Q8IIB3	
PF3D7_1100300	rifin	11	45056	46233	1		protein_coding	Q8IIZ3	
PF3D7_1121000	palmitoyltransferase, putative	11	792197	793945	1		protein_coding	Q8IIF7	
PF3D7_1141200	conserved Plasmodium protein, unknown function	11	1657507	1657978	-1		protein_coding	A0A144A102	
PF3D7_1145300	cysteine-rich PDZ-binding protein, putative	11	1798776	1799670	-1		protein_coding		
PF3D7_1130100	60S ribosomal protein L38	11	1163094	1163357	-1		protein_coding	Q8II62	
PF3D7_1109100	conserved Plasmodium protein, unknown function	11	382569	387150	-1		protein_coding		
PF3D7_1118400	haloacid dehalogenase-like hydrolase, putative	11	699869	700789	-1		protein_coding	Q8III4	
PF3D7_1109900	60S ribosomal protein L36	11	397124	397775	1		protein_coding	Q8I713	
PF3D7_1122700	conserved Plasmodium protein, unknown function	11	868388	869152	-1		protein_coding	Q8IID6	
PF3D7_1116300	peptidyl-prolyl cis-trans isomerase	11	618312	619778	1		protein_coding	Q8IIK3	
PF3D7_1118800	actin-related protein 2/3 complex subunit 1,putative	11	714117	716287	-1		protein_coding	Q8IIH9	
PF3D7_1123000	conserved Plasmodium protein, unknown function	11	895967	903370	-1		protein_coding	Q8IID3	
PF3D7_1123800	structural maintenance of chromosomes protein 5,putative	11	940527	944333	1		protein_coding	Q8IIC5	
PF3D7_1132700	mitochondrial ribosomal protein L2 precursor	11	1268455	1269456	1		protein_coding	Q8II37	
PF3D7_1124100	beige/BEACH domain protein, putative	11	951382	956343	-1		protein_coding		
